Symbol,Company Name,Market Cap,Stock Price,% Change,Industry,PE Ratio,Ent. Value,MC Group,Sector,Forward PE,Country,State,Employees,Empl. Change,Empl. Growth,Revenue,Rev. Growth 3Y,Rev. Growth 5Y,Rev Growth (Yrs),Gross Profit,GP Growth,GP Growth (Q),GP Growth 5Y,GP Growth 3Y,Net Income,Op. Income,OpInc Growth,OpInc Growth (Q),OpInc Growth 3Y,OpInc Growth 5Y,NetInc Growth,NetInc Growth (Q),NetInc Growth 3Y,NetInc Growth 5Y,NetInc Growth (Yrs),NetInc Growth (Qtrs),Total Cash,Total Debt,Rev / Employee,Prof. / Employee,Working Capital,Equity,Net WC,Rev Gr. This Y,Rev Gr. Next 5Y,Rev Gr. Next Y,Rev. Growth,Rev. Growth (Q),Rev Growth (Qtrs),Volume,Debt Growth (YoY),Debt Growth (QoQ),Debt Growth (3Y),Debt Growth (5Y),Net Cash,Net Cash Growth,Cash / M.Cap,Assets,Liabilities,Gross Margin,Oper. Margin,Pretax Margin,Profit Margin,R&D / Rev,Avg. Volume,Rel. Volume,RSI,Tax / Revenue,Rev Gr. This Q,Rev Gr. Next Q
SLM,SLM Corporation,4658199040,21.60,2.18%,Credit Services,8.87,5586204040,Mid-Cap,Financials,7.93,United States,Delaware,1740,40,2.35%,1463866000,-5.20%,5.57%,1,1463866000,23.02%,881.90%,5.57%,-5.20%,563686000,778296000,23.40%,,-12.30%,6.83%,22.54%,,-13.50%,3.62%,1,1,4299507000,5227512000,841302,323957,,1880797000,,7.39%,,4.90%,23.02%,881.90%,1,1192341,-0.15%,-5.22%,0.25%,4.06%,-928005000,,-19.92%,29169468000,27288671000,100.00%,53.17%,53.17%,38.51%,,2400827,49.66%,63.32,13.45%,28.40%,-26.22%
SLRC,SLR Investment,829229888,15.30,0.66%,Asset Management,10.93,1662852888,Small-Cap,Financials,8.79,United States,New York,,,,229312000,23.50%,8.36%,3,175253000,30.83%,12.58%,9.96%,22.85%,76388000,164598000,34.42%,16.82%,23.98%,10.57%,316.46%,24.35%,70.36%,2.70%,1,6,344154000,1177777000,,,,986639000,,3.29%,,-4.64%,29.19%,10.41%,7,119493,8.45%,-1.17%,20.60%,19.99%,-833623000,,-100.53%,2523868000,1537229000,76.43%,71.78%,33.31%,33.31%,,195501,61.12%,55.17,,11.46%,5.74%
SM,SM Energy Company,5634564096,49.05,0.76%,Oil & Gas Exploration & Production,7.15,6537292096,Mid-Cap,Energy,8.34,United States,Colorado,544,5,0.93%,2373886000,28.20%,2.81%,,1810343000,-33.87%,-9.46%,2.76%,35.02%,817880000,918752000,-52.97%,-30.80%,,6.38%,-26.45%,-4.39%,,9.98%,,,672606000,1575334000,4363761,1503456,282627000,3615850000,-389979000,6.03%,,8.38%,-29.32%,-9.32%,,984328,0.20%,0.05%,-10.73%,-9.51%,-902728000,,-16.02%,6379985000,2764135000,76.26%,38.70%,38.51%,34.45%,2.51%,1577557,62.40%,74.86,4.06%,-0.11%,11.63%
SGH,SMART Global Holdings,1394229632,26.48,-1.56%,Semiconductors,,1682002632,Small-Cap,Technology,18.90,United States,California,3000,,,1250019000,3.06%,-2.48%,2,379611000,-0.35%,-26.09%,3.55%,20.92%,-212439000,17759000,-76.34%,-92.96%,-25.57%,-37.52%,,,,,,,553444000,841217000,416673,-70813,618044000,410160000,93111000,-15.77%,,22.73%,-5.14%,-30.00%,,485594,-6.78%,-1.82%,57.05%,31.94%,-287773000,,-20.64%,1630865000,1214856000,30.37%,1.42%,-21.04%,-16.99%,7.03%,1021272,47.55%,69.77,-4.04%,-33.21%,-18.88%
CREG,Smart Powerr,8759784,1.13,2.73%,Utilities - Renewable,,-43156377,Nano-Cap,Utilities,,China,,14,,,,,,,,,,,,-3861490,-3934274,,,,,,,,,1,1,67950506,16034345,,-275821,111455969,107501858,59539808,,,,,,,53676,-3.24%,-0.33%,-9.82%,-20.11%,51916161,-56.61%,592.66%,134726693,27224835,,,,,,34178,157.05%,29.53,,,
SND,Smart Sand,81287008,1.90,3.26%,Oil & Gas Equipment & Services,15.83,118967008,Micro-Cap,Energy,9.90,United States,Texas,378,,,295973000,34.24%,6.85%,3,41555000,40.43%,-74.66%,-9.74%,31.88%,4649000,-1504000,,,,,,,-50.34%,-25.38%,2,,6072000,43752000,782997,12299,7438000,242267000,27613000,-14.04%,,10.76%,15.73%,-16.09%,,47265,-1.77%,13.05%,-11.65%,-2.13%,-37680000,,-46.35%,346300000,104033000,14.04%,-0.51%,-0.76%,1.57%,,123139,38.38%,48.73,-2.33%,-7.77%,-0.72%
EM,Smart Share Global,167895040,0.65,0.15%,Personal Products & Services,,-286232375,Micro-Cap,Consumer Discretionary,,China,,3656,,,421959697,,,,265116096,-23.63%,-42.18%,,,-34279780,-27970333,,,,,,,,,1,3,456405186,2277772,115416,-9376,352459456,383090303,-102860049,38.01%,,17.74%,-0.36%,-24.72%,,331344,-87.34%,-2.25%,,,454127415,10.75%,270.48%,610401561,227311258,62.83%,-6.63%,-3.75%,-8.12%,2.61%,173237,191.27%,53.87,4.42%,,
SMBK,SmartFinancial,356087328,21.03,3.65%,Banks - Regional,12.44,58993328,Small-Cap,Financials,11.03,United States,Tennessee,570,,,149376000,11.55%,13.22%,,149376000,-7.33%,-14.62%,13.22%,11.55%,28593000,36226000,-34.02%,-52.64%,5.46%,11.17%,-33.54%,-52.40%,5.53%,9.57%,,,352271000,55177000,262063,50163,,459886000,,12.17%,,9.79%,-7.33%,-14.62%,,20448,-34.22%,-1.81%,-22.93%,-2.36%,297094000,62.75%,83.43%,4829387000,4369501000,100.00%,24.25%,24.25%,19.14%,,32240,63.42%,49.15,5.11%,-5.75%,6.45%
SMRT,SmartRent,532098048,2.72,4.21%,Software - Application,,316389048,Small-Cap,Technology,51.28,United States,Arizona,526,,,236838000,65.20%,,4,49529000,3574.26%,333.56%,,,-34587000,-43159000,,,,,,,,,1,6,215709000,,450262,-65755,223031000,342448000,7322000,24.57%,24.10%,24.94%,41.13%,48.59%,12,1230685,,,,,215709000,-0.81%,40.54%,509756000,167308000,20.91%,-18.22%,-14.65%,-14.60%,12.16%,1230626,100.00%,46.00,-0.05%,-19.88%,3.68%
SMAR,Smartsheet,5235854336,38.40,0.79%,Software - Application,,4656851336,Mid-Cap,Technology,39.91,United States,Washington,3330,139,4.36%,958338000,35.46%,40.07%,8,771890000,28.30%,25.55%,39.93%,37.03%,-104631000,-120282000,,,,,,,,,1,5,628814000,49811000,287789,-31421,236019000,605855000,-376539000,21.56%,19.58%,19.83%,24.96%,21.01%,24,2487788,-25.41%,-6.26%,-17.59%,53.05%,579003000,48.54%,11.06%,1337479000,731624000,80.54%,-12.55%,-10.03%,-10.92%,24.42%,1497039,166.18%,35.96,0.89%,18.47%,11.83%
SNN,Smith & Nephew,11543209984,26.34,1.00%,Medical Devices,44.01,14325209984,Large-Cap,Healthcare,14.49,United Kingdom,,19081,-13,-0.07%,5549000000,5.21%,4.98%,3,3819000000,4.09%,,3.27%,2.78%,263000000,425000000,-28.33%,,-23.08%,-12.10%,-49.81%,,-30.01%,-13.91%,1,,302000000,3084000000,290813,13783,1759000000,5217000000,2222000000,7.15%,6.31%,5.11%,6.47%,,,1153076,-7.64%,1.45%,28.60%,51.14%,-2782000000,,-24.10%,9987000000,4770000000,68.82%,7.66%,5.23%,4.74%,6.11%,927375,124.34%,41.44,0.49%,,
SWBI,Smith & Wesson Brands,793357824,17.63,0.28%,Aerospace & Defense,30.93,846657824,Small-Cap,Industrials,19.06,United States,Massachusetts,1682,,,521462000,-17.52%,-3.85%,,143553000,-22.32%,-5.78%,-8.21%,-26.75%,26335000,37227000,-51.80%,-20.19%,-45.85%,-1.02%,-56.24%,-28.86%,-35.22%,10.14%,,,47367000,100667000,310025,15657,190032000,376431000,142665000,10.14%,,4.32%,1.10%,6.55%,3,326166,63.80%,-0.37%,37.10%,-15.07%,-53300000,,-6.72%,570566000,194135000,27.53%,7.14%,6.68%,5.05%,1.41%,419100,77.83%,71.97,1.63%,-5.91%,39.99%
SDHC,Smith Douglas Homes,1612403968,30.79,-0.29%,Real Estate - Development,11.24,1565465968,Small-Cap,Real Estate,18.87,United States,Georgia,329,,,755353000,,,1,,,,,,140444000,,,,,,,,,,1,,51938000,5000000,2295906,426881,,44537000,,2.35%,,27.82%,,,,138548,,-50.00%,,,46938000,,2.91%,375451000,78585000,,,,18.59%,,160342,86.41%,58.32,,,
SMSI,Smith Micro Software,25751250,0.34,0.51%,Software - Application,,21889250,Nano-Cap,Technology,66.23,United States,Pennsylvania,231,,,40862000,-7.30%,9.23%,,30303000,-11.66%,-20.34%,6.66%,-13.06%,-24396000,-18055000,,,,,,,,,2,4,7125000,3263000,176892,-105610,9238000,75390000,3596000,-22.07%,19.76%,69.93%,-15.77%,-24.66%,,305094,-75.69%,-51.13%,-19.43%,,3862000,541.53%,15.00%,85577000,10187000,74.16%,-44.19%,-59.32%,-59.70%,41.96%,402767,75.75%,28.76,0.39%,-46.71%,-36.94%
SMID,Smith-Midland,230274560,43.96,0.37%,Building Materials,399.64,230367560,Micro-Cap,Materials,,United States,Virginia,178,,,57678000,8.44%,8.41%,,10037000,9.78%,71.81%,1.64%,-2.46%,568000,501000,-33.02%,37450.00%,-47.95%,-13.87%,-30.73%,25220.00%,-40.48%,-13.26%,,1,5849000,5942000,324034,3191,16968000,33818000,11788000,,,,26.32%,30.90%,4,35909,-11.46%,-2.84%,-9.79%,11.79%,-93000,,-0.04%,57654000,23836000,17.40%,0.87%,1.07%,0.98%,,26808,133.95%,57.47,0.08%,,
SMX,SMX (Security Matters),3818103,0.13,-4.56%,Specialty Business Services,,5525103,Nano-Cap,Industrials,,Australia,,24,,,,,,,,,,,,-36751000,-34231000,,,,,,,,,,,3020000,4727000,,-1531292,-12931000,-12001000,-12565000,,,,,,,3862284,511.51%,-12.87%,,,-1707000,,-44.71%,10258000,22259000,,,,,,6006749,64.30%,37.44,,,
SNAL,Snail,37016196,1.01,-2.88%,Electronic Gaming & Multimedia,,46802753,Nano-Cap,Communication Services,3.70,United States,California,86,,,47643733,,,,7265460,-73.85%,,,,-13753656,-19305381,,,,,,,,,,,7204904,16991461,553997,-159926,-17729494,5643167,-9757899,-12.40%,,54.98%,-42.37%,-42.48%,,2834,-26.75%,10.40%,,,-9786557,,-26.44%,61435942,61290892,15.25%,-40.52%,-42.08%,-28.87%,13.37%,43336,6.54%,48.22,-13.21%,110.50%,
SNAP,Snap Inc.,18668625920,11.45,1.24%,Internet Content & Information,,19469545920,Large-Cap,Communication Services,71.07,United States,California,5289,1,0.02%,4606115000,22.48%,31.30%,8,2491998000,-10.57%,-9.61%,45.54%,23.46%,-1322485000,-1398379000,,,,,,,,,1,1,3544080000,4345000000,870886,-250044,3841725000,2414112000,346966000,16.13%,11.66%,14.11%,0.09%,4.74%,2,12198828,4.06%,4.54%,29.44%,,-800920000,,-4.29%,7967758000,5553646000,54.10%,-30.36%,-28.10%,-28.71%,41.49%,31253460,39.03%,46.18,0.61%,15.52%,16.23%
SNPO,Snap One Holdings,630325632,8.45,2.42%,Electronics & Computer Distribution,,1132368632,Small-Cap,Technology,13.10,United States,North Carolina,1610,,,1060979000,9.23%,,,447318000,1.39%,4.33%,,9.65%,-21368000,26350000,-3.29%,-10.75%,23.11%,,,,,,,,61023000,563066000,658993,-13272,233051000,759857000,187384000,7.92%,,8.65%,-5.59%,-1.44%,,19839,-1.93%,-0.38%,-4.77%,,-502043000,,-79.65%,1602928000,843071000,42.16%,2.48%,-3.15%,-2.01%,,32967,60.18%,53.36,-1.13%,2.23%,2.25%
SNA,Snap-on,15422981120,296.94,2.05%,Tools & Accessories,15.83,15082181120,Large-Cap,Industrials,15.35,United States,Wisconsin,13200,300,2.33%,5108300000,9.02%,4.65%,3,2619600000,7.05%,3.35%,4.52%,9.47%,1011100000,1310400000,8.55%,4.46%,14.17%,6.51%,10.90%,6.86%,17.27%,8.26%,3,14,1595600000,1254800000,386992,76598,2710400000,5071300000,1130400000,-4.06%,2.01%,3.84%,5.49%,3.99%,14,229359,0.73%,0.20%,-5.45%,2.08%,340800000,362.42%,2.21%,7544900000,2451500000,51.28%,25.65%,25.54%,19.79%,,305740,75.02%,64.52,5.74%,-5.30%,-4.10%
SNDL,SNDL Inc.,518275488,2.18,10.66%,Drug Manufacturers - Specialty & Generic,,475597685,Small-Cap,Healthcare,26.60,Canada,,2516,,,685157778,146.43%,,1,130201132,91.39%,-3.39%,,,-158645926,-173935893,,,,,,,,,,3,168724074,126046270,272320,-63055,240207293,959273220,96402806,29.92%,13.57%,9.69%,87.05%,3.08%,9,16694628,-34.10%,-0.64%,12.22%,,42677803,-35.16%,8.23%,1152254254,178297133,19.00%,-25.39%,-22.89%,-23.15%,0.07%,3815262,437.57%,81.56,0.15%,,
LITM,Snow Lake Resources,17251510,0.86,1.40%,Other Industrial Metals & Mining,,12655897,Nano-Cap,Materials,,Canada,,1,,,,,,,,,,,,-8905216,-9521900,,,,,,,,,,1,4629894,34282,,-8905216,2907120,17900549,-1697146,,,,,,,49425,-94.05%,-23.68%,,,4595613,-79.19%,26.64%,22343560,4443011,,,,,,71726,68.91%,41.34,,,
SNOW,Snowflake,52014518272,160.04,1.28%,Software - Application,,48456251272,Large-Cap,Technology,213.82,United States,Montana,7004,1120,19.03%,2806489000,67.98%,,5,1907931000,41.53%,39.01%,,76.08%,-836097000,-1094773000,,,,,,,,,,1,3846248000,287981000,400698,-119374,2308034000,5180308000,-1504270000,37.92%,32.48%,23.73%,35.86%,31.53%,14,4215188,14.43%,0.56%,12.08%,,3558267000,-5.27%,6.84%,8223383000,3032789000,67.98%,-39.01%,-30.19%,-29.79%,45.89%,7017200,60.07%,33.82,-0.40%,23.48%,24.19%
SY,So-Young International,109864392,1.08,0.93%,Health Information Services,21.40,-55600304,Micro-Cap,Healthcare,16.05,China,,1573,,,211287588,4.97%,19.40%,1,131957024,10.31%,6.75%,12.65%,-4.14%,3001410,-8446723,,,,,,-44.04%,54.17%,,1,,185634608,20169911,134321,1908,163477509,338180095,-13915570,16.02%,,10.13%,19.09%,20.12%,4,56491,104.57%,278.32%,3.23%,,165464696,-21.01%,150.61%,444780900,90386590,62.45%,-4.00%,0.21%,1.42%,13.33%,85521,66.06%,54.32,-1.18%,,
SOBR,SOBR Safe,7621831,0.50,12.13%,Scientific & Technical Instruments,,6168601,Nano-Cap,Technology,,United States,Colorado,15,,,144331,,,,64231,860.97%,236.10%,,,-11171189,-10414163,,,,,,,,,,1,4124569,2671339,9622,-744746,3687221,4168697,-156068,5358.35%,,100.00%,1033.43%,272.65%,3,953959,60.98%,1.11%,,,1453230,-74.00%,19.07%,7626782,3511751,44.50%,-7215.47%,-7739.98%,-7739.98%,688.02%,85470,1116.13%,51.35,,3557.69%,1711.23%
SQM,Sociedad Química y Minera de Chile,13913427968,48.49,5.73%,Specialty Chemicals,6.92,13079452968,Large-Cap,Materials,12.03,Chile,,6997,916,15.06%,10710578000,80.20%,80.84%,2,5736625000,635.30%,,113.60%,109.26%,3906311000,5597350000,791.15%,,117.08%,132.33%,567.23%,,117.03%,149.75%,2,,3812926000,2978951000,1530739,558284,3939962000,4896632000,,-99.91%,-83.54%,-16.77%,274.19%,,,1279638,120.02%,,30.34%,53.69%,833975000,,5.99%,10819101000,5887100000,53.56%,52.26%,51.15%,36.47%,,1575267,81.23%,52.67,14.68%,,
SCTL,Societal CDMO,115074576,1.09,,Drug Manufacturers - Specialty & Generic,,149332576,Micro-Cap,Healthcare,18.25,United States,Pennsylvania,258,,,94635000,12.48%,4.12%,3,18138000,-21.61%,12.51%,-11.91%,13.62%,-13274000,-3573000,,185.48%,,,,,,,1,1,8095000,42353000,366802,-51450,3474000,58663000,33240000,2.31%,9.05%,6.83%,4.90%,14.17%,2,382420,-4.19%,-0.82%,-27.27%,-7.99%,-34258000,,-29.77%,153474000,94811000,19.17%,-3.78%,-13.89%,-14.03%,,973811,39.27%,76.45,0.14%,3.45%,3.22%
SOPA,Society Pass,5191817,0.15,-2.59%,Software - Application,,-1612655,Nano-Cap,Technology,,Singapore,,,,,9140015,,,3,2499929,840.97%,82.69%,,,-22245726,-22848394,,,,,,,,,1,4,8281428,1476956,,,2184517,10368036,-5541531,64.44%,,78.04%,167.76%,10.67%,9,475425,72.97%,-10.23%,,,6804472,-69.28%,131.06%,20737275,10788720,27.35%,-249.98%,-243.35%,-243.39%,0.64%,462409,102.81%,40.88,0.04%,-0.12%,45.40%
SCKT,Socket Mobile,7689275,1.05,0.96%,Computer Hardware,,11140542,Nano-Cap,Technology,,United States,California,56,,,17033593,2.75%,0.69%,,8462854,-18.36%,-8.93%,0.02%,0.51%,-1919154,-3120993,,,,,,77.08%,,,,1,2826630,6277897,304171,-34271,4198898,19420004,4841293,-15.71%,,8.66%,-19.80%,-14.94%,,13998,19.82%,-1.77%,42.20%,11.25%,-3451267,,-44.88%,28741474,9321470,49.68%,-18.32%,-19.74%,-11.27%,28.37%,19711,71.02%,51.38,-8.48%,-3.15%,5.03%
SOFI,SoFi Technologies,7188784640,7.36,2.22%,Credit Services,,8922667640,Mid-Cap,Financials,89.17,United States,California,4400,200,4.76%,2122789000,55.41%,,5,1742791000,38.28%,36.00%,,65.19%,-300742000,-301158000,,,,,,,,,2,1,3615578000,5349461000,482452,-68350,,5234612000,,14.57%,18.86%,17.80%,34.91%,34.76%,12,34539839,-4.83%,-15.95%,1.89%,,-1733883000,,-24.12%,30074858000,24519872000,82.10%,-14.19%,-14.19%,-14.17%,24.09%,56440513,61.20%,45.36,-0.02%,24.09%,21.61%
SHCO,Soho House & Co,1168173696,5.97,,Lodging,,3315695696,Small-Cap,Consumer Discretionary,,United States,New York,7852,138,1.79%,1135879000,43.50%,,3,288039000,46.25%,34.81%,,73.56%,-117953000,-53236000,,,,,,,,,2,,163607000,2311129000,144661,-15022,-29464000,-158367000,-112624000,16.39%,,14.30%,16.83%,7.54%,11,376502,8.83%,3.83%,4.34%,,-2147522000,,-183.84%,2537802000,2688429000,25.36%,-4.69%,-9.43%,-10.38%,,254668,147.84%,51.06,0.95%,4.95%,7.86%
SOHU,Sohu.com,346350368,10.59,1.05%,Electronic Gaming & Multimedia,,-617107632,Small-Cap,Communication Services,9.13,China,,4700,,,600672000,-7.13%,-2.74%,,454915000,-16.11%,-13.70%,2.55%,-5.11%,-30379000,-87310000,,,,,,,,,,,963458000,,127803,-6464,774655000,1058956000,-188803000,-0.40%,,2.77%,-18.15%,-11.87%,,42122,,,,,963458000,-18.01%,278.17%,1882098000,822820000,75.73%,-14.54%,5.00%,-5.06%,46.59%,54300,77.57%,64.74,10.06%,,
SLGL,Sol-Gel Technologies,27509380,0.98,-0.76%,Biotechnology,,-8833620,Nano-Cap,Healthcare,9.34,Israel,,36,,,1554000,-43.83%,64.50%,,1554000,-59.98%,347.00%,64.50%,-43.83%,-27238000,-29360000,,,,,,,,,,1,37996000,1653000,43167,-756611,36645000,38644000,-904000,39.51%,110.72%,168.17%,-59.98%,347.00%,1,13402,114.12%,-2.13%,-5.71%,,36343000,10.62%,132.11%,45287000,6643000,100.00%,-1889.32%,-1752.77%,-1752.77%,1514.86%,27681,48.42%,39.87,,74.93%,-48.48%
SEDG,SolarEdge Technologies,3966258176,69.69,9.87%,Solar,116.15,3820563176,Mid-Cap,Technology,113.64,Israel,,5633,707,14.35%,2976528000,26.82%,26.00%,,703823000,-16.67%,,17.13%,15.12%,34329000,40205000,-75.80%,,-34.42%,-22.02%,-63.39%,,-37.46%,-23.24%,,,860038000,714343000,528409,6094,2411075000,2411909000,1551037000,-47.49%,4.58%,63.08%,-4.30%,-64.52%,,2267411,-0.24%,0.11%,4.02%,104.14%,145695000,-52.72%,3.67%,4587731000,2175822000,23.65%,1.35%,2.71%,1.15%,10.80%,2565652,88.38%,51.88,1.56%,-78.91%,-67.55%
SOI,Solaris Oilfield Infrastructure,364733248,8.61,1.53%,Oil & Gas Equipment & Services,11.01,406689248,Small-Cap,Energy,12.49,United States,Texas,338,,,292947000,41.69%,8.24%,,115100000,14.84%,-3.22%,-3.32%,45.70%,24336000,49902000,19.37%,-8.36%,,-12.85%,15.02%,-10.34%,,-10.52%,3,,5833000,47789000,866707,72000,29940000,205983000,27954000,0.32%,,10.68%,-8.46%,-24.64%,,145085,133.32%,-16.53%,79.99%,29.37%,-41956000,,-11.50%,468297000,152717000,39.29%,17.03%,10.98%,8.31%,,477370,30.39%,56.30,2.67%,-21.80%,-11.69%
SMXT,SolarMax Technology,351551469,7.90,1.28%,Utilities - Independent Power Producers,308.94,388212027,Small-Cap,Utilities,,United States,California,126,,,56334957,,,1,12374431,106.38%,155.16%,,,1137923,-703023,,,,,,,,,,4,6252212,42912770,447103,9031,-20896637,-16301345,-5990137,,,,45.09%,25.77%,5,302446,-10.13%,-1.62%,,,-36660558,,-10.43%,59331539,75632884,21.97%,-1.25%,1.78%,2.02%,,355852,84.99%,47.79,-0.24%,,
SWI,SolarWinds,2053386752,12.32,0.24%,Software - Infrastructure,,3032371752,Mid-Cap,Technology,12.69,United States,Texas,2103,-202,-8.76%,758740000,1.91%,-1.85%,4,671735000,7.76%,6.56%,2.76%,9.95%,-9109000,150373000,,54.69%,42.24%,5.48%,,,,,1,3,289172000,1268157000,360789,-4331,-47481000,1442044000,-309278000,3.77%,,5.11%,5.47%,5.92%,5,373598,-0.64%,-0.22%,-14.34%,-8.00%,-978985000,,-47.68%,3250915000,1808871000,88.53%,19.82%,4.50%,-1.20%,13.20%,433086,86.26%,50.65,5.70%,3.12%,3.79%
SLNO,Soleno Therapeutics,1402297984,42.85,-0.81%,Biotechnology,,1233019984,Small-Cap,Healthcare,,United States,California,33,1,3.13%,,,,,,,,,,-38988000,-38670000,,,,,,,,,,,169681000,403000,,-1181455,159853000,157507000,-9555000,,,,,,,249468,160.00%,-14.26%,42.59%,,169278000,1071.72%,12.07%,180691000,23184000,,,,,,300932,82.90%,43.11,,,
SLDB,Solid Biosciences,512361120,14.25,5.01%,Biotechnology,,413153120,Small-Cap,Healthcare,,United States,Massachusetts,88,,,,,,,,,,,,-96015000,-104252000,,,,,,,,,,,125473000,26265000,,-1091080,115217000,126481000,-7932000,,,,,,,280894,-7.99%,-2.15%,72.12%,91.05%,99208000,-46.95%,19.36%,164939000,38458000,,,,,,351245,79.97%,68.71,,,
SLDP,Solid Power,304234560,1.92,14.29%,Electrical Equipment & Parts,,137745560,Small-Cap,Industrials,,United States,Colorado,270,,,17410000,102.30%,,3,-10321000,,,,,-65549000,-90620000,,,,,,,,,,,176042000,9553000,64481,-242774,167239000,503335000,-7798000,21.79%,71.78%,38.66%,47.68%,-44.09%,,7796363,-4.97%,-1.02%,14.67%,,166489000,-46.81%,54.72%,532792000,29457000,-59.28%,-520.51%,-376.50%,-376.50%,314.47%,3822613,203.95%,69.86,,30.01%,5.34%
STI,Solidion Technology,264401648,2.92,1.04%,Electrical Equipment & Parts,29.20,264400610,Micro-Cap,Industrials,,United States,Texas,,,,19036,,,1,16102,51.76%,,,,-4755661,-5658768,,,,,,,,,,2,1038,,,,19908,3865588,18870,,,,79.25%,,,445205,,,,,1038,-99.81%,0.00%,3987868,122280,84.59%,-29726.67%,-23625.01%,-24982.46%,,,,58.15,1357.45%,,
SNGX,Soligenix,6395678,0.61,2.90%,Biotechnology,,1444081,Nano-Cap,Healthcare,,United States,New Jersey,13,,,839359,-29.14%,-30.67%,,97311,-75.56%,-89.89%,-31.47%,-43.46%,-6140730,-7697940,,,,,,,,,1,6,8446158,3494561,64566,-472364,3355212,2522422,-2719181,9.37%,,,-11.55%,-33.12%,,162797,-65.87%,9.94%,-30.71%,,4951597,58.74%,77.42%,9797326,7274904,11.59%,-917.12%,-942.21%,-731.60%,394.67%,1245295,13.07%,38.70,-210.61%,-20.68%,-1.42%
XPL,Solitario Zinc,45251616,0.60,5.67%,Other Industrial Metals & Mining,,35672616,Nano-Cap,Materials,,United States,Colorado,6,,,,,,,,,,,,-3754000,-4115000,,,,,,,,,1,,9668000,89000,,-625667,9309000,25950000,-320000,,,,,,,101242,154.29%,-2.20%,73.64%,,9579000,84.89%,21.17%,26757000,807000,,,,,,83600,121.10%,59.78,,,
DTC,Solo Brands,119700416,2.10,1.94%,Specialty Retail,,273749416,Micro-Cap,Consumer Discretionary,3.95,United States,Texas,400,,,494776000,,,,302152000,-5.04%,-18.27%,,,-111347000,-227850000,,,,,,,,,,,19842000,173891000,1236940,-278367,107512000,241262000,93920000,2.74%,14.52%,6.42%,-4.41%,-16.19%,,495002,22.02%,-8.96%,33.34%,,-154049000,,-128.70%,659318000,287055000,61.07%,-46.05%,-29.83%,-22.50%,,1078657,45.89%,36.04,-7.32%,-9.39%,-2.00%
SWIN,Solowin Holdings Ordinary Share,29562398,5.80,,Capital Markets,23.78,17882398,Nano-Cap,Financials,,Hong Kong,,16,,,5927000,,,2,5922000,614.35%,,,,2797000,2876000,,,,,,,,,1,,11854000,174000,370438,174813,10508000,10912000,-1186000,,,,401.86%,,,344541,-33.33%,-30.68%,,,11680000,-6.68%,39.51%,16900000,5988000,99.92%,48.52%,48.68%,47.19%,,404611,85.15%,41.64,1.48%,,
SLNH,Soluna Holdings,7184916,2.79,3.33%,Scientific & Technical Instruments,,18072916,Nano-Cap,Technology,,United States,New York,30,,,15130000,18.10%,17.21%,2,-1206000,,,,,-49858000,-46879000,,,,,,,,,,1,10499000,21387000,504333,-1661933,-13177000,28737000,-3612000,,,,-54.06%,-9.02%,,41978,-12.81%,4.31%,155.45%,,-10888000,,-151.54%,94087000,38698000,-7.97%,-309.84%,-333.01%,-329.53%,,107703,38.98%,37.54,-3.48%,,
SOND,Sonder Holdings,36845452,3.24,-2.70%,Lodging,,1609048452,Nano-Cap,Consumer Discretionary,,United States,California,1695,,,573806000,,,2,187769000,60.60%,5.34%,,,-269780000,-245585000,,,,,,,,,1,2,207233000,1779436000,338529,-159162,-96008000,-192688000,-102896000,34.72%,,24.55%,38.94%,29.21%,9,32504,27.50%,9.20%,,,-1572203000,,-4267.02%,1716337000,1909025000,32.72%,-42.80%,-46.23%,-47.02%,4.14%,60618,53.62%,42.08,0.11%,28.65%,32.39%
SAH,Sonic Automotive,1845156480,56.19,3.84%,Auto & Truck Dealerships,11.33,5679356480,Small-Cap,Consumer Discretionary,9.62,United States,North Carolina,10500,200,1.94%,14372400000,13.74%,7.63%,3,2245700000,-3.08%,-6.08%,9.20%,16.41%,178200000,423600000,34.90%,,132.05%,18.98%,101.36%,,,28.11%,1,1,28900000,3863100000,1368800,16971,227500000,891900000,1971500000,1.58%,13.11%,4.84%,2.65%,-0.16%,,186438,10.79%,8.35%,16.41%,9.28%,-3834200000,,-207.80%,5364600000,4472700000,15.63%,2.95%,1.68%,1.24%,,216265,86.21%,64.38,0.44%,1.11%,1.95%
SNDA,Sonida Senior Living,426495648,28.99,-10.25%,Medical Care Facilities,,1034056648,Small-Cap,Healthcare,,United States,Texas,2420,,,249127000,-15.46%,-11.62%,1,50170000,30.88%,52.46%,-15.23%,-10.81%,-31095000,-25617000,,,,,,,,,,,21897000,629458000,102945,-12849,-86843000,-103768000,-44431000,8.23%,,10.67%,5.33%,6.40%,6,18748,-5.48%,-1.03%,-12.06%,-8.73%,-607561000,,-142.45%,629089000,685614000,20.14%,-10.28%,-9.24%,-12.48%,,17611,106.46%,66.25,0.01%,,
